 Database, Animal ID, Site, Mouse strain,Genotype, Gender, Age (months), Schedule name, Schedule run date, Day
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150831,3
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150827,2
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150828,3
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150831,4
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150901,5
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,6
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,3
 GUEPDAPP3MF, gw143a304, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150908,4
 GUEPDAPP3MF, gw143a305, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gw143a305, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw143a305, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw143a305, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gw143a305, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150903,2
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150904,3
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,1
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150908,2
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150909,3
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150910,4
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150911,5
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150914,6
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150915,7
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150916,8
 GUEPDAPP3MF, gw144a306, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150917,9
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,3
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150908,4
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150909,5
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150910,6
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150911,7
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150914,8
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150915,9
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150916,10
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150917,11
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150918,12
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150921,13
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150922,14
 GUEPDAPP3MF, gw144a307, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150923,15
 GUEPDAPP3MF, gw144a309, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw144a309, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gw144a309, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gw144a309, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150903,1
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150902,2
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,1
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,2
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150908,3
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150909,4
 GUEPDAPP3MF, gw145a310, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150910,5
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150903,1
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150902,2
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,1
 GUEPDAPP3MF, gw145a311, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,2
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150903,1
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150902,2
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,1
 GUEPDAPP3MF, gw145a312, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,2
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150903,1
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150902,2
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,1
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,2
 GUEPDAPP3MF, gw145a313, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150908,3
 GUEPDAPP3MF, gw146a314, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw146a314, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gw146a314, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw146a314, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gw146a314, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gw146a315, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gw146a315, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gw146a315, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gw146a315, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gw146a315, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140918,2
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140919,3
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140922,4
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Punish_Incorrect_Training_v3,20140923,1
 LONPD3XTG3MM, lt57x112, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Punish_Incorrect_Training_v3,20140924,2
 LONPD3XTG3MM, lt57x113, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt57x113, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt57x113, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt57x113, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt57x113, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt58x114, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt58x114, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt58x114, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt58x114, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt58x114, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt58x115, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt58x115, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt58x115, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt58x115, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt58x115, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt59x116, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt59x116, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt59x116, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt59x116, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt59x116, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt59x117, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt59x117, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt59x117, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt59x117, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt59x117, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt60x118, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140922,3
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140918,2
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,1
 LONPD3XTG3MM, lt60x119, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140922,2
 LONPD3XTG3MM, lt61x120, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt61x120, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt61x120, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt61x120, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt61x120, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140920,2
 LONPD3XTG3MM, lt61x121, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt61x121, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt61x121, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt61x121, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt61x121, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140920,2
 LONPD3XTG3MM, lt62x122, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt62x122, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt62x122, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt62x122, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt62x122, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140920,2
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140916,2
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140917,3
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140918,4
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140919,5
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20140924,1
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20140925,2
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20140926,3
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20140929,4
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20140930,5
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Initiate_Training_v3,20141001,6
 LONPD3XTG3MM, lt62x123, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140923,1
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lt63x124, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140922,3
 LONPD3XTG3MM, lt63x125, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt63x125, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lt63x125, Site 1, 3xTG-AD, 3xTG-AD,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lt63x125, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lt63x125, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Punish_Incorrect_Training_v3,20140920,2
 LONPD3XTG3MM, lt64x126, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lt64x126, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140916,2
 LONPD3XTG3MM, lt64x126, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140918,3
 LONPD3XTG3MM, lt64x126, Site 1, 3xTG-AD, 3xTG-AD,Male,4,PD_Initial_Touch_Training_v3,20140919,4
 LONPD3XTG3MM, lw49x097, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw49x097, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw49x097, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw49x097, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw49x097, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140918,1
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140917,2
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,1
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140922,2
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140923,3
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140924,4
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140925,5
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140926,6
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140929,7
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140930,8
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20141001,9
 LONPD3XTG3MM, lw49x098, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20141002,10
