 Database, Animal ID, Site, Mouse strain,Genotype, Gender, Age (months), Schedule name, Schedule run date, Day
 LONPD5FAD3MM, lt385f447, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lw100f162, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw100f162, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw100f162, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw100f162, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw100f162, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw101f163, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150225,3
 LONPD5FAD3MM, lw102f164, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw102f164, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw102f164, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw102f164, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lw102f164, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw103f165, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw103f165, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw103f165, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw103f165, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lw103f165, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw104f166, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw104f166, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw104f166, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw104f166, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lw104f166, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw105f167, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw105f167, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw105f167, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw105f167, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lw105f167, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw106f168, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw106f168, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw106f168, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw106f168, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lw106f168, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw378f440, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lw378f440, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lw378f440, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lw378f440, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lw378f440, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lw379f441, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160315,3
 LONPD5FAD3MM, lw380f442, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lw380f442, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lw380f442, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lw380f442, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lw380f442, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lw381f443, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lw381f443, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lw381f443, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lw381f443, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lw381f443, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lw93f155, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw93f155, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw93f155, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw93f155, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw93f155, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw94f156, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw94f156, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw94f156, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw94f156, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw94f156, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150225,3
 LONPD5FAD3MM, lw95f157, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150303,4
 LONPD5FAD3MM, lw97f159, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw97f159, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw97f159, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw97f159, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw97f159, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw98f160, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw98f160, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw98f160, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw98f160, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw98f160, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150225,3
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150303,4
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150304,5
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150305,6
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150306,7
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150311,8
 LONPD5FAD3MM, lw99f161, Site 1, 5xFAD,C57Bl/6j ,Male,4, PD_Punish_Incorrect_Training_v3,20150312,9
 LONPDAPP4MM, lt155a217, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt155a217, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt155a217, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt155a217, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt155a217, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt156a218, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt156a218, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt156a218, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt156a218, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt156a218, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt159a221, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt159a221, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt159a221, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt159a221, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt159a221, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150721,2
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150722,3
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150727,1
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150724,1
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150725,2
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150728,1
 LONPDAPP4MM, lt160a222, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150729,2
 LONPDAPP4MM, lt163a225, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt163a225, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt163a225, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt163a225, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt163a225, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt164a226, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt164a226, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt164a226, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt164a226, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt164a226, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt167a229, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt167a229, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt167a229, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt167a229, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt167a229, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt168a230, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lt168a230, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lt168a230, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lt168a230, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lt168a230, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lt217a279, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150921,1
 LONPDAPP4MM, lt217a279, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150923,1
 LONPDAPP4MM, lt217a279, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150922,1
 LONPDAPP4MM, lt217a279, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150924,1
 LONPDAPP4MM, lt217a279, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150925,2
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Initial_Touch_Training_v3,20150918,1
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Initiate_Training_v3,20150922,1
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Must_Touch_Training_v3,20150921,1
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150923,1
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150924,2
 LONPDAPP4MM, lt222a284, Site 1, APP-PS1, APPPS1,Male,4, PD_Punish_Incorrect_Training_v3,20150925,3
 LONPDAPP4MM, lw153a215, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw153a215, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw153a215, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw153a215, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw153a215, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw154a216, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw154a216, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw154a216, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw154a216, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw154a216, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw157a219, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw157a219, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw157a219, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw157a219, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw157a219, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150724,2
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,1
 LONPDAPP4MM, lw158a220, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150727,2
 LONPDAPP4MM, lw161a223, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw161a223, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw161a223, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw161a223, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw161a223, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw162a224, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw162a224, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw162a224, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw162a224, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw162a224, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw165a227, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw165a227, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw165a227, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw165a227, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw165a227, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw166a228, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150720,1
 LONPDAPP4MM, lw166a228, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150722,1
 LONPDAPP4MM, lw166a228, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150721,1
 LONPDAPP4MM, lw166a228, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150724,1
 LONPDAPP4MM, lw166a228, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150725,2
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150921,1
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150923,1
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150922,1
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150924,1
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150925,2
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150928,3
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150929,4
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20151002,5
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20151005,6
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20151006,7
 LONPDAPP4MM, lw215a277, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20151007,8
 LONPDAPP4MM, lw216a278, Site 1, APP-PS1,C57Bl6,Male,4, PD_Initial_Touch_Training_v3,20150921,1
 LONPDAPP4MM, lw216a278, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Initiate_Training_v3,20150923,1
 LONPDAPP4MM, lw216a278, Site 1, APP-PS1,C57Bl6,Male,4, PD_Must_Touch_Training_v3,20150922,1
 LONPDAPP4MM, lw216a278, Site 1, APP-PS1,C57Bl6,Male,4, PD_Punish_Incorrect_Training_v3,20150924,1
